FeatureID,FeatureName,brain_maybe Average,brain_maybe Log2 Fold Change,brain_maybe P-Value,alcohol_preference Average,alcohol_preference Log2 Fold Change,alcohol_preference P-Value
ENSMUSG00000054263,Lifr,0.5527251039564244,2.833470000078584,9.303793931452145e-05,0.0767688789861525,-2.833470000078584,9.303793931452145e-05
ENSMUSG00000004892,Bcan,0.004953773640626815,-2.5194986937746657,0.00010464174238310209,0.027839263808165194,2.5194986937746657,0.00010464174238310209
ENSMUSG00000020524,Gria1,0.032891271830107774,-1.7671962040227234,0.0003061949536931767,0.11135705523266078,1.7671962040227234,0.0003061949536931767
ENSMUSG00000035277,Arx,0.032266471551109795,-1.8163604845495556,0.0003061949536931767,0.11304428334224655,1.8163604845495556,0.0003061949536931767
ENSMUSG00000037771,Slc32a1,0.014548920782381456,-1.8635238725837642,0.0011581476866112394,0.05230407139715885,1.8635238725837642,0.0011581476866112394
ENSMUSG00000061718,Ppp1r1b,0.006783545886263747,-2.1112859488342446,0.0012041975850552284,0.02868287786295808,2.1112859488342446,0.001204197585057419
ENSMUSG00000025931,Paqr8,0.025081268342633065,-1.7462558522764255,0.0015601688061980643,0.08351779142449559,1.7462558522764255,0.0015601688061980643
ENSMUSG00000029546,Uncx,0.007810003487474708,-2.027886669388219,0.0015601688061980643,0.031213720027336734,2.027886669388219,0.0015601688061980643
ENSMUSG00000028766,Alpl,0.10327056040009415,3.1300507815080643,0.002082948981560818,0.010966982712307501,-3.1300507815080643,0.002082948981560818
ENSMUSG00000021685,Otp,0.00562320251098179,-2.338168929060104,0.002082948981560818,0.027839263808165194,2.338168929060104,0.002082948981560818
ENSMUSG00000012520,Phox2b,0.016735721758874375,-1.9136206134001736,0.002420828334944299,0.06242744005467347,1.9136206134001736,0.002420828334944299
ENSMUSG00000004031,Brinp2,0.02378703919328011,-1.6544282738607734,0.003391417081106559,0.07423803682177385,1.6544282738607734,0.003391417081106559
ENSMUSG00000042045,Sln,0.07037928856998638,2.7995282147103726,0.003414577463506738,0.009279754602721731,-2.7995282147103726,0.003414577463506738
ENSMUSG00000043388,Tmem130,0.10309204603466615,-1.470230693250643,0.0035776073797383298,0.285141550519995,1.470230693250643,0.0035776073797383298
ENSMUSG00000044352,Sowaha,0.0017851436542799333,-2.7887293655723644,0.0035776073797383298,0.011810596767100385,2.7887293655723644,0.0035776073797383298
ENSMUSG00000015829,Tnr,0.011558805161462569,-1.8019854622746312,0.0038789111671340814,0.03964986057526558,1.8019854622746312,0.0038789111671340814
ENSMUSG00000030307,Slc6a11,0.011692690935533562,-1.8443279750643526,0.004140332651034601,0.04133708868485135,1.8443279750643526,0.004140332651034601
ENSMUSG00000044938,Klhl31,0.041593847144722446,3.041379995548673,0.00422194115534551,0.004218070273964423,-3.041379995548673,0.00422194115534551
ENSMUSG00000025551,Fgf14,0.02494738256856207,-1.6179023978356604,0.004255525496227698,0.07592526493135962,1.6179023978356604,0.004255525496227698
ENSMUSG00000039934,Gsap,0.015084463878665437,-1.7411399070541052,0.0043922089188572055,0.04977322923278019,1.7411399070541052,0.0043922089188572055
ENSMUSG00000047495,Dlgap2,0.007408346165261723,-1.9431493233582176,0.004465775073866973,0.027839263808165194,1.9431493233582176,0.004465775073866973
ENSMUSG00000013584,Aldh1a2,0.12960142930072316,2.6799691729888053,0.004465775073866973,0.019403123260236348,-2.6799691729888053,0.004465775073866973
ENSMUSG00000079017,Ifi27l2a,0.009282747002255653,-2.204456984472543,0.004465775073866973,0.042180702739644235,2.204456984472543,0.004465775073866973
ENSMUSG00000006218,Fam131c,0.01258526276267353,-1.7385887215247733,0.00484085312739292,0.04133708868485135,1.7385887215247733,0.00484085312739292
ENSMUSG00000061762,Tac1,0.025795325804345036,-1.7343965785641893,0.00484085312739292,0.08520501953408136,1.7343965785641893,0.00484085312739292
ENSMUSG00000096014,Sox1,0.014548920782381456,-1.793134544692366,0.00484085312739292,0.04977322923278019,1.793134544692366,0.00484085312739292
ENSMUSG00000004366,Sst,0.030615213670900858,-1.6354034481790176,0.00484085312739292,0.09448477413680308,1.6354034481790176,0.00484085312739292
ENSMUSG00000043460,Elfn2,0.015709264157663414,-1.6827569969192684,0.004843832181971112,0.04977322923278019,1.6827569969192684,0.004843832181971112
ENSMUSG00000041911,Dlx1,0.018565494004511306,-1.7643058916331475,0.005196628068064567,0.06242744005467347,1.7643058916331475,0.005196628068064567
ENSMUSG00000030209,Grin2b,0.09479112804226446,-1.4245483879945826,0.005341390131364354,0.25392783049265827,1.4245483879945826,0.005341390131364354
ENSMUSG00000061086,Myl4,0.349084841594441,2.3365634704294296,0.005341390131364354,0.06833273843822366,-2.3365634704294296,0.005341390131364354
ENSMUSG00000009214,Mymk,0.05145676583461908,2.7631117326212404,0.00576083684459679,0.006748912438343077,-2.7631117326212404,0.00576083684459679
ENSMUSG00000050700,Emilin3,0.04315584784221739,2.8721175406350596,0.00576083684459679,0.005061684328757308,-2.8721175406350596,0.00576083684459679
ENSMUSG00000030077,Chl1,0.1557091552445672,-1.3922203905594055,0.00576083684459679,0.40830920251975616,1.3922203905594055,0.00576083684459679
ENSMUSG00000030672,Mylpf,0.939431848064815,2.2642293780852376,0.00576083684459679,0.19487484665715635,-2.2642293780852376,0.00576083684459679
ENSMUSG00000041361,Myzap,0.03539047294609968,3.071676327673665,0.00576083684459679,0.0033744562191715386,-3.071676327673665,0.00576083684459679
ENSMUSG00000050321,Neto1,0.014325777825596464,-1.6898336099919726,0.00576083684459679,0.04555515895881577,1.6898336099919726,0.00576083684459679
ENSMUSG00000041907,Gpr45,0.005221545188768805,-2.0571874433611814,0.005788954394413908,0.021090351369822118,2.0571874433611814,0.005788954394403378
ENSMUSG00000032482,Cspg5,0.06636271534785652,-1.4281524180370977,0.005976362851883509,0.17800256556129868,1.4281524180370977,0.005976362851883509
ENSMUSG00000002341,Ncan,0.134198174210494,-1.374799894323738,0.006784206465040778,0.3475689905746685,1.374799894323738,0.006784206465040778
ENSMUSG00000032087,Dscaml1,0.02918709874747691,-1.5278958679318424,0.006936695389662194,0.08351779142449559,1.5278958679318424,0.006936695389662194
ENSMUSG00000061527,Krt5,0.3363210644663394,2.757740853393155,0.006936695389662194,0.04892961517798731,-2.757740853393155,0.006936695389662194
ENSMUSG00000030730,Atp2a1,0.08818609652142871,2.461778867703692,0.007063146713309377,0.015185052986271924,-2.461778867703692,0.007063146713309377
ENSMUSG00000031972,Acta1,0.9709396335628557,2.2390639093099094,0.007063146713309377,0.20499821531467097,-2.2390639093099094,0.007063146713309377
ENSMUSG00000029219,Slc10a4,0.011380290796034575,-1.7629527306389434,0.0076213007927657395,0.03796263246567981,1.7629527306389434,0.0076213007927657395
ENSMUSG00000038805,Six3,0.013968749094740478,-1.752124947747908,0.0076213007927657395,0.04639877301360865,1.752124947747908,0.0076213007927657395
ENSMUSG00000030093,Wnt7a,0.009282747002255653,-1.779959155944633,0.007642095021200135,0.031213720027336734,1.779959155944633,0.007642095021200135
ENSMUSG00000041986,Elmod1,0.04739556402113223,-1.4333924064944106,0.007642095021200135,0.12738572227372558,1.4333924064944106,0.007642095021200135
ENSMUSG00000067818,Myl9,0.13013697239700714,2.2708788963162476,0.008019283489467182,0.026152035698579424,-2.2708788963162476,0.008019283489467182
ENSMUSG00000035033,Tbr1,0.038112817018876574,-1.5440042841671233,0.008694501993421732,0.11051344117786789,1.5440042841671233,0.008694501993421732
ENSMUSG00000028116,Myoz2,0.014504292191024459,4.109337379649148,0.008694501993421732,0,-4.109337379649148,0.008694501993421732
ENSMUSG00000024261,Syt4,0.12469228425145334,-1.3568122450224696,0.008694501993421732,0.3188861127117104,1.3568122450224696,0.008694501993421732
ENSMUSG00000053166,Cdh22,0.01736052203787235,-1.6093403843322358,0.008799392289196682,0.05230407139715885,1.6093403843322358,0.008799392289196682
ENSMUSG00000042453,Reln,0.06243539930844067,-1.43923135392853,0.008850598374241729,0.16872281095857694,1.43923135392853,0.008850598374241729
ENSMUSG00000064179,Tnnt1,0.509346113157422,2.1410939901339936,0.009264656606546202,0.11473151145183232,-2.1410939901339936,0.009264656606546202
ENSMUSG00000026890,Lhx6,0.016958864715659366,-1.6430235105885247,0.010458534401322247,0.05230407139715885,1.6430235105885247,0.010458534401322247
ENSMUSG00000067724,Gbx1,0.00562320251098179,-1.9511458059508566,0.011456895099921741,0.021090351369822118,1.9511458059508566,0.011456895099921741
ENSMUSG00000006205,Htra1,0.0402103608126555,2.770237926615846,0.011456895099921741,0.005061684328757308,-2.770237926615846,0.011456895099921741
ENSMUSG00000020067,Mypn,0.014102634868811473,4.068948255557477,0.011456895099921741,0,-4.068948255557477,0.011456895099921741
ENSMUSG00000041708,Mpped1,0.03905001743737354,-1.4418836384806735,0.011456895099921741,0.10545175684911058,1.4418836384806735,0.011456895099921741
ENSMUSG00000091898,Tnnc1,0.9302829868366302,2.108092186057774,0.011601170640362478,0.2151215839721856,-2.108092186057774,0.011601170640362478
ENSMUSG00000048148,Nwd1,0.004328973361628839,-2.0841125491040193,0.012963681275432948,0.017715895150650578,2.0841125491040193,0.012963681275432948
ENSMUSG00000026950,Neb,0.13187748745993008,2.202576938313881,0.01345004579869621,0.027839263808165194,-2.202576938313881,0.01345004579869621
ENSMUSG00000066842,Hmcn1,0.039451674759586525,2.7427879483308253,0.013511305515280111,0.005061684328757308,-2.7427879483308253,0.013511305515280111
ENSMUSG00000026251,Chrnd,0.013210063041671506,3.974928346218836,0.014204948123928165,0,-3.974928346218836,0.014204948123928165
ENSMUSG00000023391,Dlx2,0.03936241757687253,-1.4865441484709145,0.014204948123928165,0.109669827123075,1.4865441484709145,0.014204948123928165
ENSMUSG00000027559,Car3,0.032355728733823794,2.9425068685264577,0.014204948123928165,0.0033744562191715386,-2.9425068685264577,0.014204948123928165
ENSMUSG00000022245,Skor1,0.008434803766472685,-1.7988181831959489,0.014204948123928165,0.02868287786295808,1.7988181831959489,0.014204948123928165
ENSMUSG00000019874,Fabp7,0.34993278483022394,-1.3871932358697021,0.014204948123928165,0.9153212494502798,1.3871932358697021,0.014204948123928165
ENSMUSG00000017390,Aldoc,0.09599610000890342,-1.4158559254688914,0.014204948123928165,0.25561505860224404,1.4158559254688914,0.014204948123928165
ENSMUSG00000021508,Cxcl14,0.267637662367919,2.22341219103647,0.014204948123928165,0.05652214167112327,-2.22341219103647,0.014204948123928165
ENSMUSG00000017300,Tnnc2,0.2663434332185661,2.114058204987856,0.014573207838392497,0.0607402119450877,-2.114058204987856,0.014573207838392497
ENSMUSG00000001435,Col18a1,0.1681605322331697,2.1170133490254135,0.014573207838392497,0.03796263246567981,-2.1170133490254135,0.014573207838392497
ENSMUSG00000035783,Acta2,0.5334901810815581,2.0298113297428224,0.01499106743599416,0.12991656443810423,-2.0298113297428224,0.01499106743599416
ENSMUSG00000027861,Casq2,0.07586860530689717,2.322851649639143,0.015005030761973598,0.01434143893147904,-2.322851649639143,0.015005030761973598
ENSMUSG00000031517,Gpm6a,0.4307551637777479,-1.2926479579429642,0.015005030761973598,1.0553611825458986,1.2926479579429642,0.015005030761973598
ENSMUSG00000036422,Pcdh8,0.04119218982250946,-1.3876417331658724,0.015005030761973598,0.10713898495869635,1.3876417331658724,0.015005030761973598
ENSMUSG00000041923,Nol4,0.05395596695061099,-1.356151447038057,0.015005030761973598,0.1375090909312402,1.356151447038057,0.015005030761973598
ENSMUSG00000016918,Sulf1,0.12442451270331135,2.1617473250879287,0.015760369334576738,0.02699564975337231,-2.1617473250879287,0.015760369334576738
ENSMUSG00000061816,Myl1,0.14696195133859552,2.1243059702570624,0.015760369334576738,0.0329009481369225,-2.1243059702570624,0.015760369334576738
ENSMUSG00000039372,Marchf4,0.03182018563753981,-1.3889671306324405,0.015760369334576738,0.0826741773697027,1.3889671306324405,0.015760369334576738
ENSMUSG00000036766,Dner,0.1557091552445672,-1.258282012876347,0.015760369334576738,0.3720337981636621,1.258282012876347,0.015760369334576738
ENSMUSG00000036815,Dpp10,0.02378703919328011,-1.4454813835892772,0.015760369334576738,0.06411466816425923,1.4454813835892772,0.015760369334576738
ENSMUSG00000026418,Tnni1,0.5140767438412638,2.0430089561187947,0.015760369334576738,0.12401126605455405,-2.0430089561187947,0.015760369334576738
ENSMUSG00000051747,Ttn,0.6072166140033193,2.0250650789487397,0.015760369334576738,0.1484760736435477,-2.0250650789487397,0.015760369334576738
ENSMUSG00000054690,Emcn,0.053911338359253984,2.415245253946037,0.015760369334576738,0.009279754602721731,-2.415245253946037,0.015760369334576738
ENSMUSG00000028464,Tpm2,0.9969581023239857,1.974331114029045,0.015760369334576738,0.2530842164378654,-1.974331114029045,0.015760369334576738
ENSMUSG00000072720,Myo18b,0.027625098049981967,2.7148055358049454,0.015760369334576738,0.0033744562191715386,-2.7148055358049454,0.015760369334576738
ENSMUSG00000046178,Nxph1,0.02650938326605701,-1.4320358525243257,0.015760369334576738,0.07086358060260231,1.4320358525243257,0.015760369334576738
ENSMUSG00000063297,Luzp2,0.03815744561023358,-1.3682885077641878,0.015760369334576738,0.09785923035597462,1.3682885077641878,0.015760369334576738
ENSMUSG00000025468,Caly,0.0294548702956189,-1.394446269131251,0.015760369334576738,0.0767688789861525,1.394446269131251,0.015760369334576738
ENSMUSG00000020297,Nsg2,0.2733501220616148,-1.247375758565236,0.015760369334576738,0.6487392081357283,1.247375758565236,0.015760369334576738
ENSMUSG00000042436,Mfap4,0.1395536051733338,2.0862318038631735,0.015760369334576738,0.032057334082129615,-2.0862318038631735,0.015760369334576738
ENSMUSG00000020908,Myh3,0.6738917294906749,2.0282558499570786,0.015760369334576738,0.16450474068461252,-2.0282558499570786,0.015760369334576738
ENSMUSG00000000632,Sez6,0.13473371730677797,-1.2789707825566166,0.015760369334576738,0.3264786392048464,1.2789707825566166,0.015760369334576738
ENSMUSG00000020684,Rasl10b,0.05779402580731284,-1.3173932865832034,0.015760369334576738,0.1434143893147904,1.3173932865832034,0.015760369334576738
ENSMUSG00000018698,Lhx1,0.013745606137955486,-1.611783936452281,0.015760369334576738,0.04133708868485135,1.611783936452281,0.015760369334576738
ENSMUSG00000021364,Elovl2,0.03695247364359462,-1.3770524972509217,0.015760369334576738,0.09532838819159596,1.3770524972509217,0.015760369334576738
ENSMUSG00000021381,Barx1,0.03592601604238366,2.830282753224881,0.015760369334576738,0.004218070273964423,-2.830282753224881,0.015760369334576738
ENSMUSG00000022206,Npr3,0.06591642943428654,2.383149183955702,0.015760369334576738,0.011810596767100385,-2.383149183955702,0.015760369334576738
ENSMUSG00000022372,Sla,0.01044309037753761,-1.720425832635014,0.015760369334576738,0.033744562191715385,1.720425832635014,0.015760369334576738
ENSMUSG00000091243,Vgll3,0.07493140488840021,2.226927229640607,0.015760369334576738,0.015185052986271924,-2.226927229640607,0.015760369334576738
ENSMUSG00000023913,Pla2g7,0.0347210440757447,-1.4283271228703667,0.015760369334576738,0.0927975460272173,1.4283271228703667,0.015760369334576738
ENSMUSG00000030226,Lmo3,0.08457118062151184,-1.304843836070546,0.016089069554891578,0.2083726715338425,1.304843836070546,0.016089069554891578
ENSMUSG00000058966,Tlcd3b,0.13071714408464813,-1.2579812018931231,0.016581272224048305,0.31213720027336733,1.2579812018931231,0.016581272224048305
ENSMUSG00000032661,Oas3,0.000401657322212985,-3.7248176017521724,0.0166177852493786,0.005061684328757308,3.7248176017521724,0.0166177852493786
ENSMUSG00000027434,Nkx2-2,0.009416632776326648,-1.7593978334623168,0.016618640259496612,0.031213720027336734,1.7593978334623168,0.016618640259496612
ENSMUSG00000026674,Ddr2,0.2528655986287526,1.9621921718326947,0.017320276612212884,0.06411466816425923,-1.9621921718326947,0.017320276612212884
ENSMUSG00000021388,Aspn,0.0642205429627206,2.345571726139226,0.017320276612212884,0.011810596767100385,-2.345571726139226,0.017320276612212884
ENSMUSG00000037747,Phyhipl,0.13825937602398083,-1.2491340487453249,0.01809122477979868,0.32816586731443215,1.2491340487453249,0.01809122477979868
ENSMUSG00000028137,Celf3,0.25929211578416034,-1.2266731315871948,0.01854398802889522,0.606558505396084,1.2266731315871948,0.01854398802889522
ENSMUSG00000054675,Tmem119,0.061765970438085696,2.2893888907461024,0.01854398802889522,0.011810596767100385,-2.2893888907461024,0.01854398802889522
ENSMUSG00000051726,Kcnf1,0.005533945328267793,-1.8585689906409995,0.01854398802889522,0.019403123260236348,1.8585689906409995,0.01854398802889522
ENSMUSG00000021702,Thbs4,0.08952495426213866,2.27200250814339,0.01854398802889522,0.017715895150650578,-2.27200250814339,0.01854398802889522
ENSMUSG00000035355,Kcnh4,0.011692690935533562,-1.592789208068388,0.01854741861576277,0.03458817624650827,1.592789208068388,0.01854741861576277
ENSMUSG00000021448,Shc3,0.017762179360085336,-1.481788887721426,0.01854741861576277,0.04892961517798731,1.481788887721426,0.01854741861576277
ENSMUSG00000061576,Dpp6,0.03869298870651756,-1.3358205372650231,0.01875136994101798,0.09701561630118173,1.3358205372650231,0.01875136994101798
ENSMUSG00000007655,Cav1,0.12473691284281034,2.08047485384854,0.01875136994101798,0.02868287786295808,-2.08047485384854,0.01875136994101798
ENSMUSG00000019828,Grm1,0.009282747002255653,-1.779959155944633,0.01875136994101798,0.031213720027336734,1.779959155944633,0.01875136994101798
ENSMUSG00000007653,Gabrb2,0.04074590390893948,-1.3340777570867468,0.01875136994101798,0.10207730062993904,1.3340777570867468,0.01875136994101798
ENSMUSG00000020811,Wscd1,0.03525658717202868,-1.3533238765102849,0.01875136994101798,0.08942308980804578,1.3533238765102849,0.01875136994101798
ENSMUSG00000036144,Meox2,0.0697991168823454,2.285093325987711,0.01875136994101798,0.013497824876686155,-2.285093325987711,0.01875136994101798
ENSMUSG00000024529,Lox,0.2663434332185661,1.9640327609832486,0.01875136994101798,0.06748912438343077,-1.9640327609832486,0.01875136994101798
ENSMUSG00000042105,Inpp5f,0.4195087587557843,-1.2453634073460873,0.01916984087332612,0.994620970600811,1.2453634073460873,0.019169840873322103
ENSMUSG00000029608,Rph3a,0.029633384661046893,-1.3699748843920743,0.01918795135852116,0.07592526493135962,1.3699748843920743,0.01918795135852116
ENSMUSG00000071424,Grid2,0.01628943584530439,-1.4785784384613567,0.01918795135852116,0.04471154490402289,1.4785784384613567,0.01918795135852116
ENSMUSG00000052374,Actn2,0.33408963489848953,1.9869250747535567,0.01918795135852116,0.08351779142449559,-1.9869250747535567,0.01918795135852116
ENSMUSG00000060534,Dcc,0.09331838452748352,-1.2531177576934422,0.020043046700060612,0.22187049641052867,1.2531177576934422,0.020043046700060612
ENSMUSG00000036896,C1qc,0.014950578104594442,-1.6284330653278296,0.020959260552507693,0.04555515895881577,1.6284330653278296,0.020959260552507693
ENSMUSG00000031962,Cdh15,0.038380588567018564,2.340553651372602,0.021137978867339115,0.006748912438343077,-2.340553651372602,0.021137978867339115
ENSMUSG00000036800,Fam135b,0.0037041730826308616,-2.0950008652467558,0.021137978867339115,0.015185052986271924,2.0950008652467558,0.021137978867339115
ENSMUSG00000061723,Tnnt3,0.2009625468805635,2.014957288136458,0.021240456227516604,0.04892961517798731,-2.014957288136458,0.021240456227516604
ENSMUSG00000048251,Bcl11b,0.12692371381930326,-1.23685305178003,0.021270485736863142,0.2986393753966812,1.23685305178003,0.021270485736863142
ENSMUSG00000028328,Tmod1,0.03851447434108956,2.3455717261392266,0.021620948159629998,0.006748912438343077,-2.3455717261392266,0.021620948159629998
ENSMUSG00000004231,Pax2,0.0053554309628398,-1.8440894933643488,0.021829530676191526,0.018559509205443463,1.8440894933643488,0.021829530676191526
ENSMUSG00000058153,Sez6l,0.0963531287397594,-1.2447242188849708,0.02234793281124207,0.22777579479407886,1.2447242188849708,0.02234793281124207
ENSMUSG00000031760,Mt3,0.0667643726700695,-1.335388458298238,0.023052151368925584,0.16787919690378406,1.335388458298238,0.023052151368925584
ENSMUSG00000031097,Tnni2,0.10907227727650393,2.06203166487079,0.023233833441122655,0.02530842164378654,-2.06203166487079,0.023233833441122655
ENSMUSG00000032332,Col12a1,0.322352315371599,1.9067660609274328,0.023509396018961057,0.08520501953408136,-1.9067660609274328,0.023509396018961057
ENSMUSG00000066129,Kndc1,0.029945784800545883,-1.354867992001866,0.023540936295238922,0.07592526493135962,1.354867992001866,0.023540936295238922
ENSMUSG00000031727,Pmfbp1,0.015575378383592419,-1.4606050047210974,0.02427221850909724,0.042180702739644235,1.4606050047210974,0.02427221850909724
ENSMUSG00000041468,Gpr12,0.005444688145553797,-1.8204382252997027,0.024726945326913354,0.018559509205443463,1.8204382252997027,0.024726945326913354
ENSMUSG00000062694,Cav3,0.028160641146265947,2.4794274728740167,0.025287617294801213,0.004218070273964423,-2.4794274728740167,0.025287617294801213
ENSMUSG00000058914,C1qtnf3,0.10746564798765199,2.3509717138818154,0.025287617294801213,0.020246737315029233,-2.3509717138818154,0.025287617294801213
ENSMUSG00000001506,Col1a1,4.880582750801338,1.7147131944575273,0.02544178979403737,1.4872915785998557,-1.7147131944575273,0.02544178979403773
ENSMUSG00000036887,C1qa,0.030392070714115864,-1.4404726896729656,0.025560088300763274,0.08183056331490982,1.4404726896729656,0.025560088300763274
ENSMUSG00000048834,Vstm2a,0.040344246586726494,-1.3124345559193058,0.025560088300763274,0.09954645846556039,1.3124345559193058,0.025560088300763274
ENSMUSG00000061462,Obscn,0.028249898328979946,2.483985754836321,0.025560088300763274,0.004218070273964423,-2.483985754836321,0.025560088300763274
ENSMUSG00000022860,Chodl,0.06453294310221959,2.352567836341276,0.025560088300763274,0.011810596767100385,-2.352567836341276,0.025560088300763274
ENSMUSG00000026253,Chrng,0.04101367545708147,2.2841711814750827,0.02627019220185646,0.007592526493135962,-2.2841711814750827,0.02627019220185646
ENSMUSG00000057123,Gja5,0.033694586474533744,2.515496727581538,0.02627019220185646,0.005061684328757308,-2.515496727581538,0.02627019220185646
ENSMUSG00000041476,Smpx,0.015173721061379434,3.1742371544422427,0.026453841920532677,0.0008436140547928847,-3.1742371544422427,0.026453841920532677
ENSMUSG00000050931,Sgms2,0.08193809373144893,2.796390214471815,0.026723263615564343,0.010966982712307501,-2.796390214471815,0.026723263615564343
ENSMUSG00000030317,Timp4,0.003168629986346882,-2.1569286143899573,0.026799045687544692,0.013497824876686155,2.1569286143899573,0.026799045687544692
ENSMUSG00000040907,Atp1a3,0.15365624004214526,-1.1899610653261783,0.026799045687544692,0.35009983273904716,1.1899610653261783,0.026799045687544692
ENSMUSG00000074652,Myh7b,0.034497901118959715,2.549444059504876,0.027012917013287972,0.005061684328757308,-2.549444059504876,0.027012917013287972
ENSMUSG00000021700,Rab3c,0.24563576682891883,-1.18137038763789,0.027024926038313052,0.5567852761633039,1.18137038763789,0.027024926038313052
ENSMUSG00000045498,Pcdhb3,0.008077775035616698,-1.6384867299917527,0.027024926038313052,0.024464807588993654,1.6384867299917527,0.027024926038313052
ENSMUSG00000060882,Kcnd2,0.034944187032529696,-1.3111814576499405,0.02721761945130456,0.08604863358887424,1.3111814576499405,0.02721761945130456
ENSMUSG00000035799,Twist1,0.14379332135224862,1.9553660798403176,0.027525900644963876,0.03627540435609404,-1.9553660798403176,0.027525900644963876
ENSMUSG00000001985,Grik3,0.05404522413332498,-1.2630033318038802,0.027588110561235155,0.12907295038331135,1.2630033318038802,0.027588110561235155
ENSMUSG00000040310,Alx4,0.042218647423720425,2.3259017459990927,0.02773160096092676,0.007592526493135962,-2.3259017459990927,0.02773160096092676
ENSMUSG00000045174,Amer3,0.026286240309272017,-1.3386003785098293,0.027972820647423527,0.065801896273845,1.3386003785098293,0.027972820647423527
ENSMUSG00000026413,Pkp1,0.0133885774070995,3.994228902177772,0.027972820647423527,0,-3.994228902177772,0.027972820647423527
ENSMUSG00000038486,Sv2a,0.06497922901578958,-1.230451499600623,0.027972820647423527,0.15185052986271924,1.230451499600623,0.027972820647423527
ENSMUSG00000023943,Sult1c1,0.000133885774070995,-4.561318869469292,0.027972820647423527,0.0033744562191715386,4.561318869469292,0.027972820647423527
ENSMUSG00000056671,Prelid2,0.027758983824052962,2.458735077720916,0.027972820647423527,0.004218070273964423,-2.458735077720916,0.027972820647423527
ENSMUSG00000068614,Actc1,0.4090656683782467,1.8675607480664964,0.028072978644779634,0.11135705523266078,-1.8675607480664964,0.028072978644779634
ENSMUSG00000055775,Myh8,0.2544275993262475,1.9340808011789195,0.028072978644779634,0.065801896273845,-1.9340808011789195,0.028072978644779634
ENSMUSG00000010830,Kdelr3,0.1419635491066117,1.9044742494194433,0.028487644015062766,0.037119018410886925,-1.9044742494194433,0.028487644015062766
ENSMUSG00000029661,Col1a2,2.9607946363973405,1.658049725072488,0.029109112253922376,0.9380988289296878,-1.658049725072488,0.029109112253922376
ENSMUSG00000031250,Tnmd,0.03382847224860474,2.74360280011238,0.029109112253922376,0.004218070273964423,-2.74360280011238,0.029109112253922376
ENSMUSG00000030074,Gxylt2,0.08684723878071876,1.987206675997272,0.029181993860452594,0.021090351369822118,-1.987206675997272,0.029181993860452594
ENSMUSG00000026414,Tnnt2,0.455033117475955,1.8572978522187364,0.029277657705778115,0.12485488010934694,-1.8572978522187364,0.029277657705778115
ENSMUSG00000029151,Slc30a3,0.00508765941469781,-1.853332342274852,0.029277657705778115,0.017715895150650578,1.853332342274852,0.029277657705778115
